experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,condition,position_rel,start_color_string,start_sprite_string,target_colors_string,target_sprites_string,start_movement_timeout,middle_movement_timeout,outcome,chosen_color,chosen_sprite,direction,hit_object,moved_from_start_timestamp,reached_middle_timestamp,moved_from_middle_timestamp,start_wait_time,middle_wait_time,current_score,visual_pointer_movement_relpath,collision_pointer_movement_relpath,tablet_pixels_relpath
High,P_180718101428,1,25,4,14,297.0163,299.59,PosToNeg,0.06428571,FFFF00,CircleTarget,FF00FF|FFFF00|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,297.54,298.14,298.99,0.3672267,0.4879913,13,High/P_180718101428/S001/visual_pointer_movement_T025.csv,High/P_180718101428/S001/collision_pointer_movement_T025.csv,High/P_180718101428/S001/tablet_pixels_T025.csv
High,P_180718101428,1,26,4,15,301.5896,304.2,PosToNeg,0,FFFF00,CircleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectPos1,,302.07,302.78,303.59,0.343503,0.4913564,14,High/P_180718101428/S001/visual_pointer_movement_T026.csv,High/P_180718101428/S001/collision_pointer_movement_T026.csv,High/P_180718101428/S001/tablet_pixels_T026.csv
High,P_180718101428,1,27,4,16,306.0988,308.76,PosToNeg,-0.06428571,00FFFF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,306.58,307.34,308.08,0.3597322,0.3599004,15,High/P_180718101428/S001/visual_pointer_movement_T027.csv,High/P_180718101428/S001/collision_pointer_movement_T027.csv,High/P_180718101428/S001/tablet_pixels_T027.csv
High,P_180718101428,1,28,4,17,310.9009,313.34,PosToNeg,-0.1285714,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectPos0|DetectPos1,,311.31,312.01,312.7,0.5334948,0.3517367,16,High/P_180718101428/S001/visual_pointer_movement_T028.csv,High/P_180718101428/S001/collision_pointer_movement_T028.csv,High/P_180718101428/S001/tablet_pixels_T028.csv
High,P_180718101428,1,29,4,18,315.0097,317.62,PosToNeg,-0.1928571,FF00FF,TriangleTarget,00FFFF|FF00FF|FFFF00,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectPos1,,315.4,316.17,316.99,0.3576804,0.4390372,17,High/P_180718101428/S001/visual_pointer_movement_T029.csv,High/P_180718101428/S001/collision_pointer_movement_T029.csv,High/P_180718101428/S001/tablet_pixels_T029.csv
High,P_180718101428,1,30,4,19,334.4589,337.17,PosToNeg,-0.2571428,00FFFF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectPos0|DetectPos1,,335,335.73,336.54,0.4451757,0.4551575,18,High/P_180718101428/S001/visual_pointer_movement_T030.csv,High/P_180718101428/S001/collision_pointer_movement_T030.csv,High/P_180718101428/S001/tablet_pixels_T030.csv
High,P_180718101428,1,31,4,20,339.2481,341.67,PosToNeg,-0.3214286,FFFF00,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectPos1,,339.7,340.32,341.05,0.405497,0.3060138,19,High/P_180718101428/S001/visual_pointer_movement_T031.csv,High/P_180718101428/S001/collision_pointer_movement_T031.csv,High/P_180718101428/S001/tablet_pixels_T031.csv
High,P_180718101428,1,32,4,21,343.6081,345.94,PosToNeg,-0.3857143,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,344.09,344.66,345.43,0.5178834,0.3804617,20,High/P_180718101428/S001/visual_pointer_movement_T032.csv,High/P_180718101428/S001/collision_pointer_movement_T032.csv,High/P_180718101428/S001/tablet_pixels_T032.csv
High,P_180718101428,1,33,4,22,347.9573,350.52,PosToNeg,-0.45,FFFF00,SquareTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,348.34,349.01,349.93,0.4667045,0.5813766,21,High/P_180718101428/S001/visual_pointer_movement_T033.csv,High/P_180718101428/S001/collision_pointer_movement_T033.csv,High/P_180718101428/S001/tablet_pixels_T033.csv
High,P_180718101428,1,34,4,23,352.4183,354.98,PosToNeg,-0.5142857,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectPos1,,352.87,353.52,354.45,0.3521647,0.540314,22,High/P_180718101428/S001/visual_pointer_movement_T034.csv,High/P_180718101428/S001/collision_pointer_movement_T034.csv,High/P_180718101428/S001/tablet_pixels_T034.csv
High,P_180718101428,1,35,4,24,357.2661,359.81,PosToNeg,-0.5785714,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,357.7,358.22,359.12,0.4142065,0.3721417,23,High/P_180718101428/S001/visual_pointer_movement_T035.csv,High/P_180718101428/S001/collision_pointer_movement_T035.csv,High/P_180718101428/S001/tablet_pixels_T035.csv
High,P_180718101428,1,36,4,25,361.762,364.24,PosToNeg,-0.6428571,00FFFF,CircleTarget,00FFFF|FF00FF|FFFF00,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,362.23,362.75,363.64,0.3478276,0.4979197,24,High/P_180718101428/S001/visual_pointer_movement_T036.csv,High/P_180718101428/S001/collision_pointer_movement_T036.csv,High/P_180718101428/S001/tablet_pixels_T036.csv
High,P_180718101428,1,37,4,26,366.3928,368.75,PosToNeg,-0.7071428,00FFFF,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,366.85,367.33,368.16,0.4726948,0.4286093,25,High/P_180718101428/S001/visual_pointer_movement_T037.csv,High/P_180718101428/S001/collision_pointer_movement_T037.csv,High/P_180718101428/S001/tablet_pixels_T037.csv
High,P_180718101428,1,38,4,27,370.4956,373,PosToNeg,-0.7714285,FFFF00,TriangleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,371.01,371.5,372.46,0.3036247,0.5632625,26,High/P_180718101428/S001/visual_pointer_movement_T038.csv,High/P_180718101428/S001/collision_pointer_movement_T038.csv,High/P_180718101428/S001/tablet_pixels_T038.csv
High,P_180718101428,1,39,4,28,374.9737,377.56,PosToNeg,-0.8357143,00FFFF,CircleTarget,FFFF00|FF00FF|00FFFF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectNeg0|DetectPos1,,375.5,376.06,376.99,0.3432198,0.5846812,27,High/P_180718101428/S001/visual_pointer_movement_T039.csv,High/P_180718101428/S001/collision_pointer_movement_T039.csv,High/P_180718101428/S001/tablet_pixels_T039.csv
High,P_180718101428,1,40,4,29,379.425,381.75,PosToNeg,-0.9,FF00FF,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FF00FF,CircleTarget,DetectNeg0|DetectPos1,,379.88,380.39,381.19,0.3327415,0.3735815,28,High/P_180718101428/S001/visual_pointer_movement_T040.csv,High/P_180718101428/S001/collision_pointer_movement_T040.csv,High/P_180718101428/S001/tablet_pixels_T040.csv
High,P_180718101428,1,41,5,1,383.8479,386.3,Random,0.7714285,FF00FF,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectPos0|DetectNeg1,,384.31,384.77,385.73,0.5133008,0.5893819,29,High/P_180718101428/S001/visual_pointer_movement_T041.csv,High/P_180718101428/S001/collision_pointer_movement_T041.csv,High/P_180718101428/S001/tablet_pixels_T041.csv
High,P_180718101428,1,42,5,2,388.4167,390.84,Random,0.8357143,FF00FF,CircleTarget,00FFFF|FFFF00|FF00FF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectPos0|DetectNeg1,,388.85,389.34,390.23,0.5814286,0.5058922,30,High/P_180718101428/S001/visual_pointer_movement_T042.csv,High/P_180718101428/S001/collision_pointer_movement_T042.csv,High/P_180718101428/S001/tablet_pixels_T042.csv
High,P_180718101428,1,43,5,3,392.9168,395.39,Random,-0.1928571,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,CircleTarget,DetectPos0|DetectPos1,,393.42,394.01,394.84,0.4494591,0.4031454,31,High/P_180718101428/S001/visual_pointer_movement_T043.csv,High/P_180718101428/S001/collision_pointer_movement_T043.csv,High/P_180718101428/S001/tablet_pixels_T043.csv
High,P_180718101428,1,44,5,4,397.6803,400.06,Random,-0.3214286,FF00FF,TriangleTarget,FFFF00|FF00FF|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FF00FF,SquareTarget,DetectNeg0|DetectPos1,,398.07,398.77,399.49,0.5018882,0.4013793,32,High/P_180718101428/S001/visual_pointer_movement_T044.csv,High/P_180718101428/S001/collision_pointer_movement_T044.csv,High/P_180718101428/S001/tablet_pixels_T044.csv
High,P_180718101428,1,45,5,5,401.7665,403.09,Random,0.3214286,00FFFF,TriangleTarget,FF00FF|00FFFF|FFFF00,SquareTarget|CircleTarget|TriangleTarget,0.8,1,MiddleMovedEarly,,,DetectPos0|DetectNeg1,IntermediateCircle,402.28,402.93,,0.4238793,,,High/P_180718101428/S001/visual_pointer_movement_T045.csv,High/P_180718101428/S001/collision_pointer_movement_T045.csv,High/P_180718101428/S001/tablet_pixels_T045.csv
High,P_180718101428,1,46,5,6,405.6466,407.92,Random,-0.9,FFFF00,CircleTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,CircleTarget,DetectNeg0|DetectPos1,,406.07,406.53,407.34,0.4063225,0.3871302,33,High/P_180718101428/S001/visual_pointer_movement_T046.csv,High/P_180718101428/S001/collision_pointer_movement_T046.csv,High/P_180718101428/S001/tablet_pixels_T046.csv
High,P_180718101428,1,47,5,7,409.9993,412.56,Random,-0.1285714,00FFFF,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,SquareTarget,DetectNeg0|DetectPos1,,410.48,411.22,411.96,0.5781245,0.3170284,34,High/P_180718101428/S001/visual_pointer_movement_T047.csv,High/P_180718101428/S001/collision_pointer_movement_T047.csv,High/P_180718101428/S001/tablet_pixels_T047.csv
High,P_180718101428,1,48,5,8,414.8034,417.24,Random,-0.5142857,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,WrongTarget,FF00FF,SquareTarget,DetectNeg0|DetectPos1,,415.28,415.86,416.68,0.5691968,0.359313,,High/P_180718101428/S001/visual_pointer_movement_T048.csv,High/P_180718101428/S001/collision_pointer_movement_T048.csv,High/P_180718101428/S001/tablet_pixels_T048.csv
High,P_180718101428,1,49,5,9,419.0663,421.49,Random,-0.45,00FFFF,TriangleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,00FFFF,TriangleTarget,DetectNeg0|DetectPos1,,419.48,420.13,420.75,0.5002427,0.4879578,35,High/P_180718101428/S001/visual_pointer_movement_T049.csv,High/P_180718101428/S001/collision_pointer_movement_T049.csv,High/P_180718101428/S001/tablet_pixels_T049.csv
High,P_180718101428,1,50,5,10,423.7943,426.33,Random,-0.7714285,FFFF00,TriangleTarget,FF00FF|FFFF00|00FFFF,CircleTarget|SquareTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,424.34,424.85,425.75,0.5296218,0.4809606,36,High/P_180718101428/S001/visual_pointer_movement_T050.csv,High/P_180718101428/S001/collision_pointer_movement_T050.csv,High/P_180718101428/S001/tablet_pixels_T050.csv
High,P_180718101428,1,51,5,11,428.4014,430.75,Random,0.6428571,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectPos0|DetectNeg1,,428.97,429.52,430.25,0.3185666,0.3225332,37,High/P_180718101428/S001/visual_pointer_movement_T051.csv,High/P_180718101428/S001/collision_pointer_movement_T051.csv,High/P_180718101428/S001/tablet_pixels_T051.csv
High,P_180718101428,1,52,5,12,432.5047,435.03,Random,-0.7071428,FFFF00,SquareTarget,FFFF00|00FFFF|FF00FF,SquareTarget|CircleTarget|TriangleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,433,433.48,434.43,0.3823551,0.5751053,38,High/P_180718101428/S001/visual_pointer_movement_T052.csv,High/P_180718101428/S001/collision_pointer_movement_T052.csv,High/P_180718101428/S001/tablet_pixels_T052.csv
High,P_180718101428,1,53,5,13,437.6301,440.22,Random,-0.8357143,FFFF00,SquareTarget,00FFFF|FF00FF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FFFF00,SquareTarget,DetectNeg0|DetectPos1,,438.04,438.61,439.6,0.5723606,0.5086325,39,High/P_180718101428/S001/visual_pointer_movement_T053.csv,High/P_180718101428/S001/collision_pointer_movement_T053.csv,High/P_180718101428/S001/tablet_pixels_T053.csv
High,P_180718101428,1,54,5,14,442.6889,445.12,Random,0.9,FFFF00,SquareTarget,00FFFF|FFFF00|FF00FF,TriangleTarget|SquareTarget|CircleTarget,0.8,1,Success,FFFF00,SquareTarget,DetectPos0|DetectNeg1,,443.14,443.81,444.69,0.5962126,0.4601628,40,High/P_180718101428/S001/visual_pointer_movement_T054.csv,High/P_180718101428/S001/collision_pointer_movement_T054.csv,High/P_180718101428/S001/tablet_pixels_T054.csv
High,P_180718101428,1,55,5,15,447.2507,449.83,Random,0.5142857,FF00FF,SquareTarget,FF00FF|00FFFF|FFFF00,CircleTarget|TriangleTarget|SquareTarget,0.8,1,Success,FF00FF,CircleTarget,DetectPos0|DetectNeg1,,447.74,448.4,449.21,0.5114061,0.4022405,41,High/P_180718101428/S001/visual_pointer_movement_T055.csv,High/P_180718101428/S001/collision_pointer_movement_T055.csv,High/P_180718101428/S001/tablet_pixels_T055.csv
High,P_180718101428,1,56,5,16,451.8974,454.42,Random,-0.2571428,FFFF00,CircleTarget,FFFF00|00FFFF|FF00FF,TriangleTarget|CircleTarget|SquareTarget,0.8,1,Success,FFFF00,TriangleTarget,DetectNeg0|DetectPos1,,452.37,453.03,453.8,0.4900238,0.3233056,42,High/P_180718101428/S001/visual_pointer_movement_T056.csv,High/P_180718101428/S001/collision_pointer_movement_T056.csv,High/P_180718101428/S001/tablet_pixels_T056.csv
High,P_180718101428,1,57,5,17,456.5445,458.89,Random,-0.5785714,FF00FF,CircleTarget,FFFF00|FF00FF|00FFFF,SquareTarget|TriangleTarget|CircleTarget,0.8,1,Success,FF00FF,TriangleTarget,DetectNeg0|DetectPos1,,457.01,457.6,458.36,0.5302969,0.4236936,43,High/P_180718101428/S001/visual_pointer_movement_T057.csv,High/P_180718101428/S001/collision_pointer_movement_T057.csv,High/P_180718101428/S001/tablet_pixels_T057.csv
